"";"Res.no";"Agr..no";"Driver.ID";"Days";"Agent.group";"Driver.Country_Disp";"Driver.Age";"Pre.paid.Amount";"First.Licence.Year";"Check.out.Date";"Check.out.Time";"Booking.Date";"Booking.Time";"AD";"B";"BC";"BE";"BF";"BO";"BR";"BS";"CS";"DI";"FDW";"LD";"NV";"PAI";"SC";"SS";"SUB";"TF";"TG";"UPS";"Upgra";"C.O.Mileage";"Check.out.Station";"Group";"Charged.group";"Internet.Insurance.Net.Revenue";"Internet.Non.Insurance.Net.Revenue";"Rental_Cost_Res";"Sales.Channel.2";"Segment";"Past.Rentals.Entry";"Manufacturer";"Color";"Rate.title";"Status";"OnDesk.Insurance.Net.Revenue";"OnDesk.Non.Insurance.Net.Revenue"
"41765";"RES-369572";"NULL";456820;7;"Sixt";"Blank";"NULL";"0.00";"NULL";"29/7/2022";18;"15/7/2022";10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"712";"EDMR";"EDMR";"0.00";"0.00";"215.79";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"20208";"RES-350784";"NULL";436791;7;"Sixt";"Germany";"25";"0.00";"NULL";"16/6/2022";15;"5/6/2022";17;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"NULL";"2";"EDMR";"EDMR";"24.85";"0.00";"253.47";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"45504";"RES-379060";"SM003-34350";467611;4;"Sixt";"United States of America";"32";"0.00";"2018";"26/8/2022";11;"7/8/2022";22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"66282";"3";"CXAR";"CXAR";"0.00";"14.44";"278.25";"Retail-Sixt-Sixt";"Retail";0;"Audi";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"39000";"RES-375037";"SM721-551";462918;5;"Sixt";"France";"38";"0.00";"2022";"15/8/2022";17;"28/7/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"324";"721";"EDAR";"EDAR";"0.00";"0.00";"417.47";"Retail-Sixt-Sixt";"Retail";0;"Opel";"Grey";"Sixt Import Rates";"IN";"0.00";"160.49"
"45123";"RES-375923";"SM701-20964";463951;9;"Sixt";"Kuwait";"26";"0.00";"2022";"29/8/2022";13;"30/7/2022";23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2311";"701";"MTMR";"MTMR";"0.00";"0.00";"631.59";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"250.69";"0.00"
"43610";"RES-381597";"NULL";470471;21;"Sixt";"Canada";"NULL";"0.00";"NULL";"4/9/2022";13;"13/8/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"CFAR";"CFAR";"0.00";"0.00";"1058.76";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"53808";"RES-392781";"SM002-84061";483081;14;"Sixt";"Netherlands";"40";"0.00";"2019";"12/9/2022";13;"6/9/2022";20;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"70908";"2";"EDMR";"EDMR";"133.98";"0.00";"465.86";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"123.06";"0.00"
"18228";"RES-348025";"SM002-75214";434059;5;"Sixt";"United States of America";"74";"0.00";"2016";"6/6/2022";11;"31/5/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"82030";"2";"MDMR";"MDMR";"0.00";"0.00";"173.34";"Retail Brokers Sixt";"Retail";0;"VW";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"46386";"RES-379424";"SM302-38278";468041;4;"Sixt";"Greece";"73";"0.00";"2019";"11/8/2022";17;"8/8/2022";20;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"52656";"302";"FFAR";"CFAR";"44.68";"0.00";"455.00";"Retail-Sixt-Sixt";"Retail";0;"BMW";"Grey";"Sixt Import Rates";"IN";"0.00";"94.44"
"21915";"RES-345009";"NULL";430894;5;"Sixt";"United States of America";"NULL";"0.00";"NULL";"13/6/2022";14;"26/5/2022";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"609";"FFAR";"FFAR";"0.00";"0.00";"574.97";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"27629";"RES-359990";"SM002-82547";446703;12;"NULL";"Ireland";"71";"823.77";"2019";"26/8/2022";22;"25/6/2022";19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"86040";"2";"EDMR";"EDMR";"0.00";"0.00";"664.33";"Retail Brokers Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"8110";"RES-322935";"NULL";406484;2;"Sixt";"Blank";"NULL";"0.00";"NULL";"13/7/2022";8;"19/3/2022";8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"3";"CDAR";"CDAR";"0.00";"0.00";"187.01";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"34213";"RES-371376";"SM609-13745";458839;7;"NULL";"United Kingdom";"51";"453.87";"2022";"1/8/2022";12;"19/7/2022";17;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"3995";"609";"SFMR";"EDMR";"0.00";"25.41";"432.73";"Retail Brokers Sixt";"Retail";0;"Opel";"White";"Sixt Import Rates";"IN";"91.84";"226.81"
"35526";"RES-355846";"SM701-18287";442156;3;"Sixt";"Italy";"35";"0.00";"2022";"17/6/2022";22;"16/6/2022";15;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"109";"701";"CXMR";"MDMR";"40.65";"0.00";"189.30";"Retail-Sixt-Sixt";"Retail";0;"Mercedes -Benz";"Black";"Sixt Import Rates";"IN";"0.00";"121.46"
"49002";"RES-387772";"NULL";477323;9;"Sixt";"Blank";"NULL";"0.00";"NULL";"9/9/2022";12;"27/8/2022";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"312";"MDMR";"MDMR";"0.00";"0.00";"447.26";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"28630";"RES-362642";"NULL";449373;7;"Sixt";"Blank";"35";"0.00";"NULL";"26/7/2022";0;"1/7/2022";22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"302";"CDAR";"CDAR";"0.00";"0.00";"246.90";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"52896";"RES-396268";"NULL";487267;12;"Sixt";"Norway";"NULL";"0.00";"NULL";"26/9/2022";16;"15/9/2022";9;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;"NULL";"312";"SXAR";"SXAR";"223.32";"0.00";"880.25";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"2291";"RES-320684";"SM002-76015";247003;16;"Sixt";"Germany";"52";"0.00";"2019";"15/6/2022";16;"9/3/2022";13;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;"38408";"2";"MDMR";"MDMR";"171.68";"54.45";"920.95";"Retail-Sixt-Sixt";"Retail";1;"Renault";"Grey";"Sixt Import Rates";"IN";"101.55";"93.39"
"26688";"RES-360397";"SM003-34159";447197;6;"Sixt";"Germany";"44";"0.00";"2019";"20/8/2022";14;"26/6/2022";22;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"37122";"3";"CDMR";"CDMR";"0.00";"21.78";"488.24";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"47921";"RES-382925";"SM002-84617";471965;11;"Sixt";"Australia";"40";"0.00";"2021";"18/9/2022";9;"16/8/2022";13;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"21497";"2";"EDMR";"EDMR";"105.27";"79.86";"499.85";"Retail-Sixt-Sixt";"Retail";0;"Opel";"Blue";"Sixt Import Rates";"IN";"0.00";"86.72"
"13901";"RES-341611";"SM611-3308";427905;7;"Sixt";"Australia";"35";"0.00";"2019";"29/6/2022";14;"24/5/2022";11;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"24529";"611";"EDMR";"EDMR";"0.00";"25.41";"308.64";"Retail-Sixt-Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"50833";"RES-394200";"SM002-83898";484765;1;"Sixt";"United States of America";"57";"0.00";"2022";"10/9/2022";19;"10/9/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"8122";"2";"CXAR";"CCMR";"0.00";"0.00";"50.03";"Retail-Sixt-Sixt";"Retail";0;"Audi";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"23353";"RES-352130";"SM609-12671";438182;12;"Sixt";"Germany";"34";"0.00";"2017";"27/6/2022";10;"8/6/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"73821";"609";"CWAR";"CWMR";"0.00";"0.00";"641.22";"Retail-Sixt-Sixt";"Retail";0;"Renault";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"45373";"RES-376255";"SM312-18953";464360;4;"Sixt";"United States of America";"46";"0.00";"2021";"20/8/2022";14;"31/7/2022";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19121";"312";"SFMR";"IFAR";"0.00";"0.00";"428.95";"Retail Brokers Sixt";"Retail";0;"Renault";"Black";"Sixt Import Rates";"IN";"0.00";"30.00"
"48076";"RES-376030";"NULL";464090;7;"NULL";"Poland";"NULL";"494.18";"NULL";"8/8/2022";10;"31/7/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"712";"MTMR";"MTMR";"0.00";"0.00";"398.53";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"30878";"RES-358185";"SM002-76768";444716;9;"Sixt";"Denmark";"34";"0.00";"2018";"22/6/2022";19;"21/6/2022";17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"69744";"2";"CXAR";"CXAR";"89.91";"0.00";"525.97";"Retail-Sixt-Sixt";"Retail";0;"Audi";"Black";"Sixt Import Rates";"IN";"262.16";"0.00"
"46278";"RES-385292";"SM701-22017";474653;10;"NULL";"France";"82";"364.06";"2019";"23/9/2022";11;"21/8/2022";17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"47260";"701";"EDMR";"EDMR";"0.00";"0.00";"293.60";"Retail Brokers Sixt";"Retail";0;"Hyundai";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"7273";"RES-305556";"SM8MO-162";392453;17;"NULL";"Greece";"43";"0.00";"2019";"28/9/2022";16;"26/11/2021";14;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"40967";"508-MO";"JFAR";"JFAR";"0.00";"0.00";"755.99";"Corporate-Call center-Call center";"Corporate";4;"MINI";"Grey";"Sixt Plus";"IN";"0.00";"0.00"
"56875";"RES-391479";"SM002-84241";481534;12;"Sixt";"Austria";"26";"476.20";"2019";"14/9/2022";10;"4/9/2022";10;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"76117";"2";"EDMR";"EDMR";"106.32";"0.00";"384.03";"Retail-Sixt-Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"32436";"RES-363960";"SM002-79657";450830;3;"Sixt";"United Kingdom";"39";"0.00";"2022";"22/7/2022";4;"4/7/2022";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"4991";"2";"CXMR";"CXMR";"0.00";"0.00";"204.50";"Retail-Sixt-Sixt";"Retail";0;"Mercedes -Benz";"White";"Sixt Import Rates";"IN";"57.10";"10.89"
"30258";"RES-366960";"SM503-6954";453985;16;"NULL";"Germany";"44";"1798.93";"2019";"21/7/2022";16;"10/7/2022";12;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"92469";"503";"JFAR";"JFAR";"0.00";"108.90";"1603.69";"Retail Brokers Sixt";"Retail";0;"MINI";"Grey";"Sixt Import Rates";"IN";"258.07";"0.00"
"62160";"RES-402666";"SM503-9784";494687;2;"Sixt";"Germany";"34";"0.00";"2022";"30/9/2022";19;"30/9/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"15590";"503";"MDMR";"MDMR";"0.00";"0.00";"38.30";"Retail Brokers Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"26886";"RES-361697";"SM312-17430";447860;4;"Sixt";"Germany";"52";"0.00";"2022";"8/7/2022";9;"29/6/2022";17;1;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"1646";"312";"CFMR";"CFMR";"77.96";"14.52";"285.82";"Retail-Sixt-Sixt";"Retail";0;"VW";"Green";"Sixt Import Rates";"IN";"0.00";"22.20"
"40486";"RES-364715";"SM302-36684";451511;3;"Sixt";"France";"31";"0.00";"2018";"13/7/2022";23;"6/7/2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"68465";"302";"MDMR";"MDMR";"0.00";"0.00";"141.97";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"83.57";"10.83"
"55805";"RES-391471";"SM112-3994";481520;11;"NULL";"Germany";"55";"350.41";"2019";"16/9/2022";10;"4/9/2022";10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"45888";"112";"MDMR";"MDMR";"0.00";"0.00";"282.59";"Retail Brokers Sixt";"Retail";0;"VW";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"22497";"RES-342687";"SM609-12726";428851;7;"Sixt";"France";"34";"0.00";"2019";"29/6/2022";11;"24/5/2022";12;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"63556";"609";"EDMR";"EDMR";"66.99";"0.00";"362.76";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"47604";"RES-381129";"SM8MO-139";469921;34;"NULL";"United States of America";"24";"0.00";"2022";"16/8/2022";13;"12/8/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2288";"508-MO";"CDAR";"CDAR";"0.00";"0.00";"362.90";"Corporate-Call center-Call center";"Corporate";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"19348";"RES-349246";"SM312-16302";435176;7;"NULL";"Germany";"59";"242.71";"2019";"5/6/2022";14;"2/6/2022";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"23328";"312";"EDMR";"EDMR";"0.00";"0.00";"195.73";"Retail Brokers Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"55018";"RES-378838";"SM002-81054";467358;3;"Sixt";"Italy";"25";"0.00";"2022";"7/8/2022";21;"7/8/2022";12;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"13443";"2";"FFAR";"CXAR";"56.91";"0.00";"454.28";"Retail-Sixt-Sixt";"Retail";0;"Audi";"Grey";"Sixt Import Rates";"IN";"69.57";"120.97"
"19364";"RES-349228";"SM503-4906";435156;5;"Sixt";"Poland";"31";"0.00";"2019";"3/6/2022";18;"2/6/2022";0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"68382";"503";"EDMR";"EDMR";"47.85";"0.00";"240.72";"Retail-Sixt-Sixt";"Retail";0;"Hyundai";"White";"Sixt Import Rates";"IN";"48.26";"0.00"
"52475";"RES-394169";"SM002-84053";484715;4;"Sixt";"Canada";"52";"0.00";"2022";"12/9/2022";11;"10/9/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"5725";"2";"IFAR";"CXAR";"0.00";"0.00";"146.23";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"62125";"RES-354838";"SM503-5498";441061;2;"Corporate";"Greece";"71";"0.00";"2019";"18/6/2022";11;"14/6/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"53062";"503";"CCAR";"EDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Mazda";"Grey";"Corporate rates 3 seasons";"IN";"20.97";"0.00"
"28129";"RES-352712";"SM002-75577";438719;7;"Online Broker";"Israel";"63";"309.49";"2022";"10/6/2022";19;"9/6/2022";15;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"395";"2";"CFAR";"CFAR";"33.90";"0.00";"262.34";"Retail Brokers Sixt";"Retail";0;"Opel";"Grey";"Sixt Import Rates";"IN";"36.69";"25.40"
"16892";"RES-342369";"SM712-16238";428571;7;"Sixt";"United Kingdom";"40";"0.00";"2019";"3/6/2022";20;"24/5/2022";12;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"19509";"712";"EDAR";"EDAR";"87.15";"0.00";"502.30";"Retail-Sixt-Sixt";"Retail";0;"Opel";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"34472";"RES-353844";"SM112-3564";439967;7;"Sixt";"Switzerland";"60";"0.00";"2021";"12/7/2022";15;"12/6/2022";11;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"14138";"112";"EDAR";"EDMR";"66.99";"25.41";"594.38";"Retail-Sixt-Sixt";"Retail";0;"Suzuki";"Red";"Sixt Import Rates";"IN";"0.00";"0.00"
"38476";"RES-371772";"SM701-19595";459198;3;"Sixt";"Switzerland";"44";"0.00";"2022";"25/7/2022";14;"20/7/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;"1115";"701";"IFAR";"JFAR";"8.46";"0.00";"533.65";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"45850";"RES-379821";"SM302-38237";468500;6;"NULL";"France";"67";"288.44";"2019";"10/8/2022";19;"9/8/2022";18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"57383";"302";"MDMR";"MDMR";"0.00";"0.00";"232.61";"Retail Brokers Sixt";"Retail";0;"VW";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"61356";"RES-401443";"SM802-10897";493354;4;"Sixt";"Israel";"35";"0.00";"2019";"28/9/2022";15;"27/9/2022";19;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"46612";"802";"EDMR";"EDMR";"0.00";"14.44";"116.79";"Retail Brokers Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"44.38";"0.00"
"671";"RES-395431";"SM312-19859";157508;5;"Travel Corporate Agencies";"Greece";"67";"298.59";"2021";"15/9/2022";18;"13/9/2022";11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"33220";"312";"IFMR";"IFMR";"0.00";"0.00";"240.80";"Retail-Call center-Call center";"Retail";10;"Skoda";"Grey";"Economy Travel Market rates ";"IN";"0.00";"0.00"
"57842";"RES-394657";"SM701-21873";485441;5;"Sixt";"Netherlands";"25";"0.00";"2021";"19/9/2022";11;"11/9/2022";19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"15024";"701";"EDMR";"EDMR";"0.00";"0.00";"103.18";"Retail Brokers Sixt";"Retail";0;"Suzuki";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"56621";"RES-398988";"SM002-85536";490486;6;"Sixt";"United States of America";"48";"0.00";"2019";"27/9/2022";19;"21/9/2022";23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"68082";"2";"MDMR";"MDMR";"0.00";"0.00";"112.31";"Retail-Sixt-Sixt";"Retail";0;"Renault";"Red";"Sixt Import Rates";"IN";"0.00";"0.00"
"55190";"RES-389449";"SM503-8759";479232;6;"Sixt";"Spain";"38";"0.00";"2019";"7/9/2022";17;"31/8/2022";8;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"67590";"503";"EDMR";"EDMR";"57.42";"0.00";"269.39";"Retail-Sixt-Sixt";"Retail";0;"Skoda";"Blue";"Sixt Import Rates";"IN";"64.35";"0.00"
"45812";"RES-379812";"SM002-82022";468488;9;"Sixt";"Italy";"55";"0.00";"2018";"20/8/2022";18;"9/8/2022";17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"63145";"2";"MDMR";"MDMR";"0.00";"0.00";"242.76";"Retail Brokers Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"7968";"RES-251992";"SM3MO-1387";325428;30;"NULL";"Greece";"68";"0.00";"2019";"8/6/2022";12;"6/5/2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"82167";"003-MO";"FFAR";"FFAR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";10;"BMW";"Grey";"Sixt Plus";"IN";"0.00";"0.00"
"52685";"RES-385046";"SM701-21591";474350;4;"Sixt";"Israel";"43";"0.00";"2019";"12/9/2022";17;"21/8/2022";0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"55707";"701";"EDAR";"EDAR";"38.28";"0.00";"293.84";"Retail-Sixt-Sixt";"Retail";0;"Opel";"Grey";"Sixt Import Rates";"IN";"67.38";"0.00"
"26887";"RES-361230";"SM002-77458";447912;1;"Walk in";"Greece";"39";"0.00";"2022";"28/6/2022";17;"28/6/2022";16;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"1307";"2";"SK";"SK";"0.00";"0.00";"100.98";"Retail-Call center-Call center";"Retail";0;"Fiat";"White";"Walk In Rates";"IN";"0.00";"0.00"
"45262";"RES-376280";"SM002-81593";464386;15;"Sixt";"France";"49";"0.00";"2022";"15/8/2022";12;"1/8/2022";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"13124";"2";"FFAR";"FFAR";"0.00";"0.00";"1516.25";"Retail-Sixt-Sixt";"Retail";0;"BMW";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"9543";"RES-393952";"SM003-34846";319036;1;"Walk in";"Greece";"63";"0.00";"2022";"10/9/2022";10;"9/9/2022";17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"12";"3";"FFMR";"FFMR";"0.00";"0.00";"52.42";"Retail-Call center-Call center";"Retail";5;"VW";"Black";"Walk In Rates";"IN";"0.00";"0.00"
"12656";"RES-327921";"SM002-75355";411254;5;"Online Broker";"United Kingdom";"25";"354.11";"2019";"7/6/2022";23;"6/4/2022";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"47244";"2";"FFAR";"EDAR";"0.00";"0.00";"285.57";"Retail Brokers Sixt";"Retail";0;"BMW";"Black";"Sixt Import Rates";"IN";"65.60";"125.00"
"31469";"RES-357515";"SM312-18302";444009;6;"Corporate";"United States of America";"26";"0.00";"2019";"31/7/2022";9;"20/6/2022";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"53076";"312";"EDAR";"EDAR";"0.00";"0.00";"0.00";"";"NULL";0;"Opel";"Grey";"Corporate rates 3 seasons";"IN";"56.61";"21.77"
"33606";"RES-366557";"SM812-6344";453480;5;"Online Broker";"United Kingdom";"22";"216.80";"2019";"25/7/2022";13;"9/7/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"55514";"812";"MDAR";"MDAR";"0.00";"0.00";"185.30";"Retail Brokers Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"0.00";"64.10"
"35544";"RES-367268";"SM508-5417";454332;1;"Sixt";"Hungary";"29";"0.00";"2019";"11/7/2022";10;"10/7/2022";23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"67710";"508";"EDMR";"EDMR";"0.00";"0.00";"44.27";"Retail-Sixt-Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"21.92";"0.00"
"36890";"RES-356273";"SM812-5862";442599;7;"Sixt";"Belgium";"23";"0.00";"2017";"18/6/2022";20;"17/6/2022";14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"74885";"812";"EDAR";"EDAR";"0.00";"0.00";"223.23";"Retail-Sixt-Sixt";"Retail";0;"VW";"Grey";"Sixt Import Rates";"IN";"71.02";"0.00"
"47849";"RES-382855";"SM003-34085";471890;2;"Sixt";"Greece";"53";"0.00";"2019";"18/8/2022";14;"16/8/2022";11;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"48302";"3";"CFMR";"EDMR";"26.24";"0.00";"115.95";"Retail-Sixt-Sixt";"Retail";0;"Ford";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"54790";"RES-378892";"SM701-20555";467429;7;"Sixt";"Saudi Arabia";"35";"0.00";"2019";"19/8/2022";5;"7/8/2022";15;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"58618";"701";"EXAR";"EXAR";"156.59";"0.00";"1145.77";"Retail-Sixt-Sixt";"Retail";0;"MINI";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"1438";"RES-332690";"NULL";25435;9;"Sixt";"United States of America";"43";"0.00";"NULL";"4/8/2022";21;"21/4/2022";9;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"2";"EDMR";"EDMR";"165.24";"32.67";"1010.66";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"12596";"RES-320216";"SM712-16827";404092;3;"Sixt";"Spain";"75";"246.44";"2019";"25/6/2022";11;"7/3/2022";14;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;"30222";"712";"EDMR";"EDMR";"0.00";"0.00";"198.74";"Corporate-Sixt-Sixt";"Corporate";0;"Opel";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
